latitude,longitude,value
45.46,9.24,1.35
45.441533833495164,9.204075169417846,125.3889820414905
45.461532340087174,9.187298374635006,22.42382560800106
45.47047748355222,9.114445568127367,86.72349523607394
45.498958936524275,9.226400647388239,42.754686860123755
45.509869764123515,9.191049139442438,118.76979621587674
45.44940413140413,9.192255649588983,281.2642049119827
45.47834940126976,9.219127333582305,119.04112645420616
45.50519405336896,9.227296248893207,18.204611597425288
45.45222908936659,9.117296293637887,21.182018810290856
45.49936050552444,9.148083811428075,95.94916770490542
45.501396627620714,9.146311418002215,63.34843264508589
45.52861290292692,9.240204300975643,34.04091402681391
45.42411520584404,9.239135549753875,61.272240865151154
45.46052650887508,9.209908921522542,4.8381628384109
45.44954434745058,9.153116950798928,31.900223221442136
45.45698941527078,9.172028225944576,158.91496734376955
45.47817966791586,9.221147127247676,55.790113243391474
45.440485188382596,9.186248202504206,70.47269917387665
45.49731267482899,9.152198457064078,67.84292295932298
45.494309252555766,9.170994929193778,64.25675996456634
45.49197194481945,9.178591179336797,63.411884203091674
45.50177411408873,9.21125078593513,66.33923163163115
45.473503065405474,9.212962069631619,61.22799232038885
45.4583446620273,9.217196229163294,70.04056077035156
45.54276926139503,9.229479916189833,28.508761129876483
45.431103749266505,9.195792501466984,48.16493493493491
45.44335006301638,9.14738949726929,192.26397843439517
45.45865668529221,9.174875483693668,31.857386126169693
45.54256399923529,9.233445625141497,14.359497415630935
45.43655471309892,9.122100169897736,18.06825770244066
45.42900355725654,9.172209980863919,25.34284477795216
45.45173425001509,9.135064528081378,21.43300349655408
45.53434776381545,9.226149170934157,22.046898695197704
45.52805734009621,9.23429304030253,36.609452439747656
45.45828881808788,9.209770606831349,24.656474166317622
45.473099266242144,9.158256250674121,281.27275314565236
45.44225445292621,9.21172010178117,75.62330788804073
45.471587941787945,9.229699607299608,30.279375837375845
45.453957212273004,9.221267358046306,25.277225322488498
45.44411522402802,9.20635940259196,73.39703869982955
45.53750741457689,9.238492585423103,48.14633784718934
45.49953925674274,9.144407754362952,90.09165413702407
45.47490327258449,9.215700390820167,52.942921835743235
45.4434297824417,9.212217408622545,286.10518164998
45.471895895458495,9.216112654931532,14.769500853267536
45.478,9.160139365722058,3.4895600977144623
45.43892171895956,9.110846938121293,38.39306856497803
45.47298943460921,9.197506020643518,6.645017252299448
45.449255601460635,9.213751867153546,17.151120292127136
45.45636152474543,9.214873917489903,242.62336129232818
45.44214362698904,9.212021839508541,6.252216205972873
45.44499906370248,9.168457073042626,171.65364619372517
45.487262141450216,9.216315842500734,67.17472672672653
45.437074833347275,9.15289800016735,167.5240659777429
45.44655279615899,9.116,65.48850882962796
45.44421606331376,9.208634004546587,63.437772434037925
45.440247101873965,9.182200731857392,28.442891979603136
45.45902836593673,9.201034337712889,58.635594510939285
45.47734143317207,9.217414331720692,89.84586214196091
45.47129062571047,9.156906257104692,96.42308985271993
45.44703037719354,9.119065971104364,66.12789163145504
45.46476571374515,9.16961550552538,84.65945338813515
45.476911546102556,9.120409607350838,270.9642196694323
45.5043291900787,9.151491173055092,30.242047246614568
45.521658558282425,9.192345957991888,66.26728209707912
45.50837916327691,9.225204870329712,63.092800097394466
45.457197997764766,9.268890850949974,21.360017378672048
45.39326510899919,9.279263803668494,26.810325033448894
45.4064762014841,9.249696120487974,51.9208372494151
45.41968729396901,9.220128437307455,77.03134946538131
45.513859774252154,9.22758523620986,78.71350798737518
45.48780258394975,9.161617157655275,97.35366751081361
