latitude,longitude,value
45.443410304782184,9.118062087166113,17.6
45.44200500398996,9.190518479922527,21.52
45.44552349759981,9.191352363721224,367.17
45.465356111612984,9.205958903991345,99.9
45.47899549215904,9.195757949068467,292.5
45.41023845972549,9.218006538408767,287.6
45.47388783406771,9.21324279858828,5.32
45.46026425023099,9.184662625860877,0.54
45.482602160039484,9.29529844589648,34.93
45.46630257817862,9.20834160555867,99.9
45.44118229409055,9.181410642011826,21.52
45.46086417805841,9.19363199674723,2.98
45.48097581682129,9.217806081354306,5.32
45.53547185809554,9.248587114615368,8.57
45.509171659964025,9.14549445982015,11.9
45.43619899072922,9.205640123709802,8.57
45.53111591353685,9.253213657894609,8.57
45.456332372346424,9.227129306610609,99.9
45.4793863168541,9.239654821624242,5.32
45.46929530386956,9.203154143379411,94.59
45.4267591118502,9.187447636297227,21.52
45.46590285811758,9.225581620604368,5.32
45.51249701895415,9.252423061081297,8.57
45.462170176606996,9.196872923093396,2.21
45.46586379121564,9.19177328292998,13.48
45.4318380129453,9.207950034079495,287.6
45.43869025844749,9.195421881363194,287.6
45.524139186643616,9.226528330999315,1.98
45.53799313338718,9.222843579829293,15.52
45.439831215277145,9.120065365853307,17.6
45.42295537971607,9.123153562653092,17.6
45.466069330492495,9.183335676818846,403.88
45.43111037146236,9.112784450902197,17.6
45.53441129133561,9.220288185384979,15.52
45.44197421374191,9.11305737311255,17.6
45.43422422765563,9.13237105150387,17.6
45.45929463971218,9.186594946840541,3.1
45.39640818668308,9.21526265435845,287.6
45.53280407954327,9.223598916901906,15.52
45.463111920330725,9.190433745983183,3.68
45.45205292341679,9.2022160458457,230.31
45.4280924651873,9.128100102069627,17.6
45.44764193434718,9.116513671584396,17.6
45.464938243164475,9.266067036407918,34.93
45.44313694886147,9.183117694021488,21.52
45.476180396110344,9.197210168611385,94.59
45.44178567975198,9.220214351418328,8.57
45.42758595702002,9.179124137194735,21.52
45.38433136035602,9.302444144055045,3.63
45.46543958090098,9.179715463754654,20.05
45.45120053801962,9.191501513614694,11.62
45.466346978205664,9.198298699053328,94.59
45.38244731376651,9.294510225985695,3.63
45.43913889682011,9.218740369212426,8.57
45.46281445692885,9.193732314751397,60.08
45.501013686997204,9.197152944611066,292.5
45.476704735969264,9.231501813352908,5.32
45.4596807099585,9.210511405578568,99.9
45.433918295537886,9.104799487996214,1.85
45.43677884737521,9.120069782739252,17.6
45.54195381764772,9.231473779732713,34.58
45.49749770886248,9.222755401274124,5.32
45.54452992062949,9.253519022002719,8.57
45.43032481355291,9.181365090155914,21.52
45.43997234799526,9.103966037871572,26.4
45.446860564529615,9.10604802051039,26.4
45.4517267536731,9.22452839743438,8.57
45.47556849222972,9.189517277904752,292.5
45.42763684745566,9.11336870893947,17.6
45.441871539428604,9.238087105304533,99.9
45.44564415902408,9.099294233543299,26.4
45.454588591446345,9.10234874655943,26.4
45.4266173771356,9.168421786676715,21.52
45.48494063797586,9.194850675099463,292.5
45.467897642004466,9.197292139601245,94.59
45.46610392476749,9.182015839509724,20.05
45.462134939579,9.185701853877418,0.54
45.46537150660866,9.2199798210212,99.9
45.4569698200368,9.240170015901345,99.9
45.543399457417465,9.235050027095985,34.58
45.46158410928381,9.18634182523509,907.9
45.4895987954062,9.262373968579999,34.93
45.45308236418055,9.215047175495855,99.9
45.481785780821006,9.200591503505338,292.5
45.45617348632159,9.236494896947027,99.9
45.532824545796736,9.230206753085056,15.52
45.484233587087076,9.189977949882081,292.5
45.450751183794885,9.091952454938541,26.4
45.475124416768146,9.28588184517807,34.93
45.389250435047025,9.297312836831388,3.63
45.49347899029949,9.180834647598067,292.5
45.54127413238706,9.236069951311727,291.1
45.45868733023213,9.251486838068093,177.23
45.46522470958264,9.228404821643325,177.23
45.52232411815775,9.249079221504553,8.57
45.430705884435845,9.12316002372293,17.6
45.46335624703107,9.280944911454354,34.93
45.46715141356515,9.239623557943254,177.23
45.48521966339288,9.276684700287452,34.93
45.45839958807692,9.18107482922771,20.05
45.43341014420255,9.17399778361732,21.52
45.440331885610775,9.177552309076615,21.52
45.543773306558606,9.213603343085795,15.52
45.45932245105317,9.161392156631496,20.05
